urls,dates,type,district,surface,nbr_rooms,description,price,agency_name,details,floor_nbr
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Bir-Mourad-Rais-Alger-12137-212045-2.html,2018-06-18,Villa,Bir Mourad Rais,250,5,"Description du bien
Vente Villa Bir Mourad Rais splendide villa, haut standing de 250m², surface habitable de plein pieds, avec belle piscine sur un terrain de 1500m², toutes commodités, composée de 04 chambres, 03 salles de bain, salon, salle a manger, belle cuisine équipée, dressing. dans une résidence privée clôturée, portail électrique avec code, hautement sécurisé, accès direct autoroute.  Appelez-nous au : 0770484693 / 0560423041 / 0559585382 / 0554778043 / 0553411217
",75e4,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Cuisine :Américaine Chauffage :Central Surface :250 m2 5 pièces Jardin Piscine Garage Climatisation Terrasse Sanitaire 2 Facades Cour Gaz de ville Eau chaude Téléphone Electricité,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Alger-Centre-Alger-366-209721-2.html,2018-06-13,Terrain,Alger-Centre,0,0,"Description du bien
Achat Terrain Alger-Centre Urgent : Achète un terrain sec de 20ha minimum dans un rayon de 50 km d Alger. Appelez-nous au : 0661523152 / 0559435091 / 0559199355 / 0550336455
",NA,Agence immobilière CIA,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Local-Bab-Ezzouar-Alger-12137-212012-2.html,2018-06-11,Local,Bab Ezzouar,0,0,"Description du bien
Vente Local Bab Ezzouar vend local de 90m², vers l université, convient pour une coiffeuse, un cabinet,.....toute activité commerciale.   Appelez-nous au : 021 60 71 86 /0554 77 80 43 / 0559 58 53 82/ 077048 46 93 /0560 42 30 41 / 0553 41 12 17
",16e6,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Bordj-El-Kiffan-Alger-366-208630-2.html,2018-06-11,Terrain,Bordj El Kiffan,1e4,0,"Description du bien
Vente Terrain Bordj El Kiffan Vend terrain à bâtir à Bordj El Kiffan.Terrain : 10.000 m²1 Façade : 50 MLPrix : 100.000 DA/m² Appelez-nous au : 0661523152 / 0559435091 / 0559199355 / 0550336455
",1e9,Agence immobilière CIA,Avec Acte Surface :10000 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-El-Biar-Alger-34685-211996-2.html,2018-06-06,Villa,El Biar,660,10,"Description du bien
Vente Villa El Biar agence sido vend villa r+2 a el bier dans un quartier résidentiel lotissement el fath contactez nous pour plus d informations    Appelez-nous au : 0661573426 / 0550573436
",27e7,Agence immobilière sido,Prix Négociable Avec Acte Etage :2 Surface :660 m2 10 pièces,2
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-El-Biar-Alger-34685-211994-2.html,2018-06-06,Appartement,El Biar,75,3,"Description du bien
Vente Appartement El Biar agence sido vend un tres beau appartement  a el bier cote parc des pains pour plus d informations contactez nous  Appelez-nous au : 0661573426 / 0550573436
",25e6,Agence immobilière sido,Prix Négociable Avec Acte Surface :75 m2 3 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-El-Biar-Alger-34685-211993-2.html,2018-06-06,Villa,El Biar,450,10,"Description du bien
Vente Villa El Biar agence immobilière sido vend villa a el bier  cote parc des pains dans une résidence fermée haut standing pour plus d information veuillez nous contacter    Appelez-nous au : 0661573426 / 0550573436
",32e7,Agence immobilière sido,Prix Négociable Avec Acte Surface :450 m2 10 pièces Jardin Garage Livret foncier Terrasse Sanitaire Hammam Sous sole 2 Facades Cour Gaz de ville Eau chaude,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Birkhadem-Alger-35134-208558-2.html,2018-06-05,Terrain,Birkhadem,25e3,0,"Description du bien
Vente Terrain Birkhadem Agence immobilière essalem kolea met en vente un terrain urbanisée à Birkhadem d une superficie de 25000 m 2 avec certificats d urbanisme (r+3) possibilité avoir plus avec toute les commodités avec acte et livret foncier et le certificats d urbanisme Appelez-nous au : 0553883936/0662749337
",1375e6,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :25000 m2 Jardin Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Bouzareah-Alger-35134-207669-2.html,2018-06-05,Terrain,Bouzareah,850,0,"Description du bien
Vente Terrain Bouzareah Vend un terrain à Bouzareah (BOuchkoun d une sup 850 m2 avec une gavage de 55 m avec toute les commodités ( eau gaz électricité ,assain) avec acte , livret foncier et le p/c Appelez-nous au : 0553883936/0662749337
",4675e4,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :850 m2 Jardin Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-El-Harrach-Alger-35134-208556-2.html,2018-06-05,Terrain,El Harrach,1e4,0,"Description du bien
Vente Terrain El Harrach Agence immobilière essalem kolea met en vente un terrain à Alger elharech superficie 10000 m2 avec certificats d urbanisme (r+8) avec acte et livret foncier le prix 14 millions da m2 neg Appelez-nous au : 0553883936/0662749337
",14e8,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :10000 m2 Jardin Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Ouled-Fayet-Alger-35134-209614-2.html,2018-06-05,Terrain,Ouled Fayet,1520,0,"Description du bien
Vente Terrain Ouled Fayet Agence immobilière essalem kolea met en vente un terrain à ouledfaite route de suidania d une superficie de 1520 m 2 urbanisés avec toute les commodités acte et livret foncier le prix proposé 80 000 da/m2 le prix demandé 100 000 da/par m2 Appelez-nous au : 0553883936/0662749337
",1216e5,Agence immobilière Essalem kolea,Avec Acte Surface :1520 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Staoueli-Alger-35134-209065-2.html,2018-06-05,Terrain,Staoueli,350,0,"Description du bien
Vente Terrain Staoueli Agence immobilière essalem kolea met en vente un terrain à staoueli côté mimoza un lot terrain d une superficie de 350 m 2 avec toute les commodités acte et livret foncier Appelez-nous au : 0553883936/0662749337
",77e6,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :350 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Staoueli-Alger-35134-211613-2.html,2018-06-05,Terrain,Staoueli,14e3,0,"Description du bien
Vente Terrain Staoueli Agence immobilière essalem kolea met en vente un terrain urbanisée d une superficie de 14000 m 2 à Staouali Palm betch avec certificats d urbanisme (r+4) terrain plat près à la promotion au les villas individuelle le prix 11 millions /m2 neg Appelez-nous au : 0553883936/0662749337
",154e7,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :14000 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Dely-Ibrahim-Alger-35134-211878-2.html,2018-06-05,Villa,Dely Ibrahim,370,0,"Description du bien
Vente Villa Dely Ibrahim Agence immobilière essalem kolea met en vente une villa à dely Ibrahim lotissement mostakbel d une superficie de 370 m 2/300 m 3 bâtit ( r+4) ouvert en open espace avec deux façade avec toute les commodités avec acte et livret foncier Appelez-nous au : 0553883936/0662749337
",26e7,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :370 m2 Jardin Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Zeralda-Alger-35134-209227-2.html,2018-06-05,Villa,Zeralda,400,3,"Description du bien
Vente Villa Zeralda Agence immobilière essalem kolea met en vente une villa à zeralda quartier résidentiel , une villa dune superficie de 400 m 2 /100 m 2 bâtit (r+1) rdc cour utilisée comme garage pour deux véhicules ,un grand jardin , cuisine ,salle à manger ,02 chambres hall sdb wc 1ère étage un grand hall une chambre une grande terrasse , chauffage central avec toute les commodités acte et livret foncier Appelez-nous au : 0553883936/0662749337
",65e6,Agence immobilière Essalem kolea,Prix Négociable Avec Acte Surface :400 m2 3 pièces Jardin Garage Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Mohamed-Belouizdad-Alger-35134-210883-2.html,2018-06-05,Appartement,Mohamed Belouizdad,52,3,"Description du bien
Vente Appartement Mohamed Belouizdad Agence immobilière essalem kolea met en vente un appartement à Alger Belouazdad côté clinique naima fo3 d une superficie de 52 m 2 au rdc entre indépendante convient pour fonction libérale,bureaux médecin,avocat,dentiste,notaire,comptable ,huissie ,transitaire ,ex.. avec toute les commodités acte et livret foncier le prix 800 u ferme Appelez-nous au : 0553883936/0662749337
",8e6,Agence immobilière Essalem kolea,Prix Fixe Avec Acte Surface :52 m2 3 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Staoueli-Alger-35433-211973-2.html,2018-06-05,Appartement,Staoueli,80,3,"Description du bien
Vente Appartement Staoueli MIMOSA1  VEND UN F3  3E  ETAGE  SUP 80M2 AVEC ACTE PRIX 02 MILIARDS. Appelez-nous au : 0772505951
",2e7,Agence immobilière ZERALDA,Prix Fixe Avec Acte Surface :80 m2 3 pièces Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Ouled-Fayet-Alger-32879-211970-2.html,2018-06-05,Appartement,Ouled Fayet,126,4,"Description du bien
Vente Appartement Ouled Fayet Ouled fayet, pas loin de la résidence BESSA, ET GAYA, dans une résidence clôturée et gardée, nous mettons en VENTE  un appartement de type F4, 126m², au 3eme étage, avec une cuisine équipée toute neuve, une suite parentale, 02 salles de bain, chauffage central disponible, très éclairé. Immeuble avec deux ascenseurs fonctionnels, et un box de stationnement.AVEC ACTE ET LIVRET FONCIER  Appelez-nous au : 0561758906
",31e6,Agence immobilière MON ADRESSE,Prix Négociable Surface :126 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Local-Ouled-Fayet-Alger-12137-211968-2.html,2018-06-05,Local,Ouled Fayet,400,0,"Description du bien
Vente Local Ouled Fayet loue un magnifique showroom,
sur deux niveaux de 400m² de développés,  état neuf, faux plafonds,
spots, dalle de sol, open space de 160m², 02 vitrines avec rideaux électriques , sanitaires, débarras.a l étage: belle rompe
d escaliers en chrome, grd open space de 240m² avec baies vitrées, vue
dégagée, 02 sanitaires, aire de stationnent, grde artère commercial, dans un immeuble privé, accès direct autoroute.  Appelez-nous au : 021 60 71 86 / 0560 42 30 41 / 0559 58 53 82 / 0554 77 80 43 / 077048 46 93 / 0553 41 12 17
",9e7,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte Surface :400 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Local-Alger-Centre-Alger-35433-211964-2.html,2018-06-05,Local,Alger-Centre,362,0,"Description du bien
Vente Local Alger-Centre ALGER CENTRE,  AMIROUCHE ,VEND UN LOCAL,SUP 362 M2, AVEC ACTE ,PRIX 17 MD /NEG. Appelez-nous au : 0772505951
",17e7,Agence immobilière ZERALDA,Prix Négociable Avec Acte Surface :362 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bir-Mourad-Rais-Alger-12137-211955-2.html,2018-06-04,Appartement,Bir Mourad Rais,97,4,"Description du bien
Vente Appartement Bir Mourad Rais 

apprt
propre de 97m²,chfc,clim,dalle de sol,interphone, hall d entrée, 


salon salle a manger,avec belle vue dégagée,cuisine américaine avec loggia 


3 ch avec placards dont 2 avec
balcons,sdb(baignoire),wc séparés,tres bel immeuble 


refait,fermé a clefs,résidence clôturée
avec poste de garde et parking,endroit tres calme 

 Appelez-nous au : 021 60 71 86 / 0560 42 30 41 / 0559 58 53 82 / 0554 77 80 43 / 077048 46 93 / 0553 41 12 17
",25e6,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte Etage :6 Cuisine :Normale Chauffage :Central Surface :97 m2 4 pièces Balcon Climatisation Livret foncier Sanitaire 2 Facades Gaz de ville Eau chaude Téléphone Electricité,6
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Ouled-Fayet-Alger-12137-211952-2.html,2018-06-04,Appartement,Ouled Fayet,212,5,"Description du bien
Vente Appartement Ouled Fayet bel appart ,neuf, haut standing,de 212m²,chfc,clim partout, spots, marteaux nobles,tres ensoleillé,vue dégagée, fenêtres en PVC avec volets roulants électriques, dalle de sol, grd salon arrondi, belle cuisine en kit équipée, 4 grdes chambres avec placards, balcons, dont 1 suite parentale avec sdb(douche,wc), grde salle de bain (baignoire),wc séparés, buanderie, dans un petit immeuble privé, asc, avec deux accès, quartier résidentiel très calme, avec aire de stationnement.   Appelez-nous au : 021 60 71 86 / 0560 42 30 41 / 0559 58 53 82 / 0554 77 80 43 / 077048 46 93 / 0553 41 12 17
",46e6,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte Etage :3 Cuisine :Américaine Chauffage :Central Surface :212 m2 5 pièces Ascenseur Climatisation Livret foncier Sanitaire 2 Facades Gaz de ville Eau chaude Téléphone Electricité,3
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Ouled-Fayet-Alger-12137-211953-2.html,2018-06-04,Appartement,Ouled Fayet,93,3,"Description du bien
Vente Appartement Ouled Fayet bel appart ,neuf, haut standing,de 93m²,chfc,clim partout, spots,
marteaux nobles, fenêtres en PVC avec volets roulants électriques, dalle
de sol, salon ouvert sur belle cuisine en kit équipée, 2 grdes chambres avec placards,
balcons, dont 1 suite parentale avec sdb(cabine douche,wc), grde salle de bain
(douche italienne),wc,dressing, vue dégagée, dans un petit immeuble
privé, asc, avec deux accès, quartier résidentiel très calme, avec aire box au sous sol, rideaux électrique.   Appelez-nous au : 021 60 71 86 / 0560 42 30 41 / 0559 58 53 82 / 0554 77 80 43 / 077048 46 93 / 0553 41 12 17
",26e6,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte Etage :2 Cuisine :Américaine Chauffage :Central Surface :93 m2 3 pièces Garage Balcon Ascenseur Climatisation Livret foncier Sanitaire 2 Facades Gaz de ville Eau chaude Téléphone Electricité,2
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Birtouta-Alger-35431-211946-2.html,2018-06-04,Villa,Birtouta,0,0,"Description du bien
Vente Villa Birtouta S.A.R.L NOUR EL-AFAK Lilomrane d’études architecture et de la promotion immobilière met on vent: une villa avec 2 façades très bien finie, dans une résidence privé et calme, site fermé avec gardiennage.accès autoroute est-ouest surface bâtie: -sous sol 103 m² très bien aménagé en open-espace- RDC 106 m² : cuisine +salon et salle à manger +01ch +sdb  +wc +garage- 1er étage 106 m²: 04ch + sdb +wc- 2èmme étage 70 m²: cuisine + 02ch +douce +wcgrand courtrès belle térrassechauffage centrale + bache à eau avec supresseur Appelez-nous au : 0661128386 / 023534531 / 
",5e7,Promoteur immobilier S.A.R.L NOUR EL-AFAK LILOMRANE,Etage :2 Chauffage :Gaz Garage Balcon Bache Terrasse Sous sole 2 Facades Cour Gaz de ville,2
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Kouba-Alger-35431-211944-2.html,2018-06-04,Villa,Kouba,0,0,"Description du bien
Vente Villa Kouba Vous êtes propriétaire d un terrain Urbanisable dans des Z.U et Z.I, possédant tous les papiers en règle, notre société de promotion immobilière Bureau Nour El Afak les vergers Kouba Alger Cherche un terrain constructible de grande superficie sur la wilaya d alger, blida, tipaza et boumerdes vous et plus offres la possibilité d entrer partenariat.Pour éventuels partenariat, toutes les démarches chez le notaire. veuillez nous contacter pour de plus amples informationsAdresse: 78 coop En-Nasr, les vergers, kouba -Alger- Appelez-nous au : 0661128386 / 023534531 / 
",1e4,Promoteur immobilier S.A.R.L NOUR EL-AFAK LILOMRANE,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Cheraga-Alger-32879-211936-2.html,2018-06-03,Villa,Cheraga,230,7,"Description du bien
Vente Villa Cheraga CHERAGA, pas loin de: EL QUODS, dans un quartier résidentiel, nous mettons en vente, une jolie petite villa,230/150 M² répartie comme suit: RDC: un séjour, une grande cuisine, une salle d eau (invités) , une cour, un jardinet, un garage pour un véhicule.1er niveau : 4 chambres, dont une suite, salle de bain.2eme niveau: 03 chambres, et une salle de bain3eme niveau: une cuisine d été, une terrasse, un coin barbecue. Deux façades, papiers en règle, libre de suite. Appelez-nous au : 0561758906
",1e8,Agence immobilière MON ADRESSE,Avec Acte Surface :230 m2 7 pièces Garage,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Cheraga-Alger-32879-211935-2.html,2018-06-03,Villa,Cheraga,230,7,"Description du bien
Vente Villa Cheraga CHERAGA, pas loin de: EL QUODS, dans un quartier résidentiel, nous mettons en vente, une jolie petite villa,230/150 M² répartie comme suit: RDC: un séjour, une grande cuisine, une salle d eau (invités) , une cour, un jardinet, un garage pour un véhicule.1er niveau : 4 chambres, dont une suite, salle de bain.2eme niveau: 03 chambres, et une salle de bain3eme niveau: une cuisine d été, une terrasse, un coin barbecue. Deux façades, papiers en règle, libre de suite. Appelez-nous au : 0561758906
",1e8,Agence immobilière MON ADRESSE,Avec Acte Surface :230 m2 7 pièces Garage,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-El-Biar-Alger-32879-211866-2.html,2018-06-03,Appartement,El Biar,45,2,"Description du bien
Vente Appartement El Biar EL BIAR: dans un bel immeuble du coté de Djnane El Mithak, nous mettons en vente, un joli F2, 45 m², composé d une kitchenette, séjour, et une chambre à coucher, une salle d eau, et un hall d entrée, il dispose de plusieurs rangements à l’intérieur, plus une cave en dehors de l appart, son atout c est sa façade dégagée avec une vue sur mer, très lumineux, avec acte, libre de suite. IDÉAL POUR  UN INVESTISSEMENT  Appelez-nous au : 0561758906
",125e5,Agence immobilière MON ADRESSE,Prix Négociable Avec Acte Surface :45 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Khraicia-Alger-34888-209159-2.html,2018-06-02,Villa,Khraicia,450,9,"Description du bien
Vente Villa Khraicia L agence Raïs immobilier met en vente une belle villa à khraïcia R+3 + sous sol. Garage pour 6 véhicules,bach a eau, superficie habitable : 400 m2 composée de:
RDC : porche d entréebet une grande salle.
1etage: open space et grand séjour,suite parentale,SDB, wc et terrasse.
2étage : F4 dont un grand salon, SDB ,WC ,grande terrasse.
3 étage : F2 et grande terrasse. Appelez-nous au : 0556114344 / 0540004742
",5e7,Agence immobilière RAIS IMMOBILIER,Prix Négociable Avec Acte Etage :3 Cuisine :Américaine Chauffage :Central Orientation :Ouest Surface :450 m2 Construit :2010 9 pièces Fini(e) Garage Balcon Bache Terrasse Sanitaire 2 Facades Cour Gaz de ville Eau chaude,3
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Cheraga-Alger-175-203130-2.html,2018-06-01,Terrain,Cheraga,0,0,"Description du bien
Vente Terrain Cheraga VEND TERRAIN  /  3000m2  / ACTE NOTARIE  /  ""LES DUNES""  CHERAGA  /   IDEAL POUR PROMOTION OU RESIDENCE - TOUTES COMMODITES  Appelez-nous au : 0661590082 / 
",NA,Agence immobilière EXPERT IMMOBILIER INTERNATIONAL CAGIM,Avec Acte Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Ain-Benian-Alger-35433-211920-2.html,2018-05-31,Terrain,Ain Benian,1300,0,"Description du bien
Vente Terrain Ain Benian ain beniane vend un terrain 1300m2, façade de 35m bord la mer ,prix 15u/m2 Appelez-nous au : 0772505951
",195e6,Agence immobilière ZERALDA,Avec Acte Surface :1300 m2 Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-Cheraga-Alger-35433-211918-2.html,2018-05-31,Terrain,Cheraga,3e3,0,"Description du bien
Vente Terrain Cheraga cheraga ,amara;vend un terrain sup 3000m2 promotion immobiliére ,,deux façade ,prix26u/m2 Appelez-nous au : 0552199805 / 0772505951 / 0772505951
",78e7,Agence immobilière ZERALDA,Prix Négociable,NA
https://www.lkeria.com/annonces/immobilier/Vente-Terrain-El-Achour-Alger-35433-211917-2.html,2018-05-31,Terrain,El Achour,425,0,"Description du bien
Vente Terrain El Achour el achour vend un terrain sup 425m2 avec acte deux façade ,prix 25u/m2 Appelez-nous au : 0772505951
",10625e4,Agence immobilière ZERALDA,Prix Négociable Avec Acte Surface :425 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Local-Zeralda-Alger-35433-211913-2.html,2018-05-31,Local,Zeralda,75,0,"Description du bien
Vente Local Zeralda zeralda centre vend un local sup75m2 avec acte prix 2800u/neg Appelez-nous au : 0772505951
",NA,Agence immobilière ZERALDA,Prix Négociable Avec Acte Surface :75 m2,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Zeralda-Alger-35433-211912-2.html,2018-05-31,Appartement,Zeralda,80,3,"Description du bien
Vente Appartement Zeralda zeralda vend un f3, sup800m2, refais a neuf ,quartier résidentiel ,avec acte, 1700u/neg. Appelez-nous au : 0772505951
",17e6,Agence immobilière ZERALDA,Prix Négociable Avec Acte Surface :80 m2 3 pièces Livret foncier Gaz de ville,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Hydra-Alger-366-211453-2.html,2018-05-30,Appartement,Hydra,0,0,"Description du bien
Achat Appartement Hydra Pour clients en attente : cherche à acheter des appartements de type F4 ou F5 à Hydra.
 Merci de nous contacter aux  : 0559 19 93 55 / 0771 40 93 49 Appelez-nous au : 0661523152 / 0559435091 / 0550336455 / 0559199355
",NA,Agence immobilière CIA,NA,NA
https://www.lkeria.com/annonces/immobilier/Vente-Duplex-Ouled-Fayet-Alger-12137-211791-2.html,2018-05-22,Duplex,Ouled Fayet,154,5,"Description du bien
Vente Duplex Ouled Fayet 

Beau
Duplex de 154 m², neuf, jamais habité, tres ensoleillé, matériaux 


nobles,chfc, fenêtres en
PVC, avec volets roulants,compacto,rompe 

d escaliers en chrome et
marbre,interphone,spots, hall d entrée,double sejour

avec baie vitrée donnant sur
balcon terrasse, vue dégagée, jolie cuisine 


américaine en kit équipée avec
balcon,jolie salle de bain (cabine douche,wc), 1 ch 

a l’étage:hall, 3 ch dont 1 tres grande et 2 avec balcon,salle de bain
avec 


baignoire et double vasque,wc
séparés, immeuble propre fermé, garage (2v) 


avec sous pente, dans une
résidence clôturée avec poste de garde, accès direct auto                                                      
 Appelez-nous au : 021 60 71 86 /0560 42 30 41 /0770 48 46 93 /0559 58 53 82 / 0554 77 80 43 / 0553 41 12 17
",52e6,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte Etage :5 Cuisine :Américaine Chauffage :Central Surface :154 m2 5 pièces Balcon Ascenseur Climatisation Livret foncier Terrasse Sanitaire 2 Facades Gaz de ville Eau chaude,5
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Baba-Hassen-Alger-32867-209191-2.html,2018-05-16,Villa,Baba Hassen,500,10,"Description du bien
Vente Villa Baba Hassen Quartier : aNombre de pièces : 10Superficie : 500 M²Spécifications : Jardin , Electricité , Gaz , Eau , Garage , Acte notariéAGENCE IMMOBILIERE AMELIA MET EN VENTE UNE VILLA DE 500M² R+2 BATI SUR 180M² F10 ( deux salon et une salon a manger et 7 chambres dont une suite parentale et trois salle de bains cuisine equipée ;chauffage central avec deux lignes téléphoniques, internet, des vitres electriques ;buanderie celier deux garages ;jardin , deux terrassesPrix : 15 Milliards Négociable Appelez-nous au : 0559534847
",15e7,Agence immobilière Agence Immobiliere Amelia,Prix Négociable Avec Acte Surface :500 m2 10 pièces Jardin Garage,NA
https://www.lkeria.com/annonces/immobilier/Vente-Villa-Cheraga-Alger-32867-210107-2.html,2018-05-16,Villa,Cheraga,510,7,"Description du bien
Vente Villa Cheraga Agence immobiliere  amelia met en vente une villa de 500m2 batis sur 141m2 f6+un grand salon , salle a manger avec garage , jardin et piscine a dar eddiaf cheragapour plus de renseignement contacter nous par e mail ou par téléphone. Appelez-nous au : 0559534847
",2e8,Agence immobilière Agence Immobiliere Amelia,Prix Négociable Avec Acte Surface :510 m2 7 pièces,NA
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bordj-El-Bahri-Alger-34685-211730-2.html,2018-05-15,Appartement,Bordj El Bahri,80,3,"Description du bien
Vente Appartement Bordj El Bahri Vend très jolie f 3 nouvelle résidence capte de kiffene club bonne affaire Appelez-nous au : 0661573426 / 0550573436
",17e6,Agence immobilière sido,Prix Négociable Etage :3 Cuisine :Américaine Chauffage :Gaz Orientation :Sud Surface :80 m2 Construit :2015 3 pièces Fini(e) Balcon Climatisation Citèrne Sanitaire 1 Facades Gaz de ville Eau chaude Téléphone Electricité Internet,3
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bordj-El-Bahri-Alger-34685-211729-2.html,2018-05-15,Appartement,Bordj El Bahri,80,3,"Description du bien
Vente Appartement Bordj El Bahri Vend très jolie f 3 nouvelle résidence capte de kiffene club bonne affaire Appelez-nous au : 0661573426 / 0550573436
",17e6,Agence immobilière sido,Prix Négociable Etage :3 Cuisine :Américaine Chauffage :Gaz Orientation :Sud Surface :80 m2 Construit :2015 3 pièces Fini(e) Balcon Climatisation Citèrne Sanitaire 1 Facades Gaz de ville Eau chaude Téléphone Electricité Internet,3
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bordj-El-Bahri-Alger-34685-211728-2.html,2018-05-15,Appartement,Bordj El Bahri,80,3,"Description du bien
Vente Appartement Bordj El Bahri Vend très jolie f 3 nouvelle résidence capte de kiffene club bonne affaire Appelez-nous au : 0661573426 / 0550573436
",17e6,Agence immobilière sido,Prix Négociable Etage :3 Cuisine :Américaine Chauffage :Gaz Orientation :Sud Surface :80 m2 Construit :2015 3 pièces Fini(e) Balcon Climatisation Citèrne Sanitaire 1 Facades Gaz de ville Eau chaude Téléphone Electricité Internet,3
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Bir-Mourad-Rais-Alger-12137-211486-2.html,2018-05-14,Appartement,Bir Mourad Rais,107,4,"Description du bien
Vente Appartement Bir Mourad Rais  


Joli
appart refait a neuf,moderne,de 107m²,chfc,clim,dalle de sol,matériaux nobles
téléphone et ADSL,lustres, spots
tringles et rideaux, fenêtres en Alum avec rideaux 
roulants et double vitrage, hall
d entrée, grd salon salle a manger,avec 
belle vue dégagée, jolie cuisine
totalement equipée avec loggia (lave linge) avec baie vitrée,
1 ch parentale avec placard dressing,1
ch d enfants ou d amis avec placard, 
1 bureau qui peut etre aménagé
autrement,jolie sdb(baignoire),wc séparés,immeuble 
propre, clôturé avec poste de garde et
parking,endroit très calme 
acte et livret foncier avec
possibilité de vendre avec meuble

 Appelez-nous au : 0770484693 / 0560423041 / 0559585382 / 0554778043 / 0553411217
",27e6,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Avec Acte Etage :4 Cuisine :Américaine Chauffage :Central Surface :107 m2 4 pièces Balcon Climatisation Livret foncier Sanitaire 2 Facades Gaz de ville Eau chaude Téléphone Electricité,4
https://www.lkeria.com/annonces/immobilier/Vente-Appartement-Birkhadem-Alger-12137-211681-2.html,2018-05-13,Appartement,Birkhadem,80,3,"Description du bien
Vente Appartement Birkhadem Apprt de 80m², propre,au 5eme et dernier étage, pas loin station métro, immeuble calme avec parking (OPGI).
 Appelez-nous au : 0770484693 / 0560423041 / 0559585382 / 0554778043 / 0553411217
",135e5,Agence immobilière LACOLONNE IMMOBILIER,Prix Négociable Surface :80 m2,NA
